Fuel_Type,Country,Code,Year,Share_Percent
Oil,Australia,AUS,2003,33.821194
Oil,Australia,AUS,2004,33.557457
Oil,Australia,AUS,2005,33.942055
Oil,Australia,AUS,2006,33.561943
Oil,Australia,AUS,2007,33.61316
Oil,Australia,AUS,2008,33.472652
Oil,Australia,AUS,2009,33.396877
Oil,Australia,AUS,2010,34.41765
Oil,Australia,AUS,2011,35.09942
Oil,Australia,AUS,2012,36.54803
Oil,Australia,AUS,2013,37.158794
Oil,Australia,AUS,2014,36.734352
Oil,Australia,AUS,2015,35.615288
Oil,Australia,AUS,2016,35.571636
Oil,Australia,AUS,2017,37.414993
Oil,Australia,AUS,2018,37.516266
Oil,Australia,AUS,2019,35.942844
Oil,Australia,AUS,2020,32.926968
Oil,Australia,AUS,2021,33.698826
Oil,Australia,AUS,2022,34.229366
Oil,Australia,AUS,2023,35.974262
Oil,Austria,AUT,2000,36.87074
Oil,Austria,AUT,2001,38.155777
Oil,Austria,AUT,2002,38.80654
Oil,Austria,AUT,2003,41.11567
Oil,Austria,AUT,2004,40.27955
Oil,Austria,AUT,2005,39.582977
Oil,Austria,AUT,2006,39.88812
Oil,Austria,AUT,2007,38.861332
Oil,Austria,AUT,2008,37.380676
Oil,Austria,AUT,2009,36.499466
Oil,Austria,AUT,2010,36.54957
Oil,Austria,AUT,2011,36.64569
Oil,Austria,AUT,2012,34.348824
Oil,Austria,AUT,2013,35.450397
Oil,Austria,AUT,2014,35.807816
Oil,Austria,AUT,2015,36.037193
Oil,Austria,AUT,2016,35.67791
Oil,Austria,AUT,2017,35.06699
Oil,Austria,AUT,2018,36.46232
Oil,Austria,AUT,2019,35.79795
Oil,Austria,AUT,2020,33.245373
Oil,Austria,AUT,2021,34.53284
Oil,Austria,AUT,2022,35.55663
Oil,Austria,AUT,2023,35.089485
Oil,Azerbaijan,AZE,2000,56.56009
Oil,Azerbaijan,AZE,2001,37.408684
Oil,Azerbaijan,AZE,2002,34.789093
Oil,Azerbaijan,AZE,2003,37.425835
Oil,Azerbaijan,AZE,2004,35.46058
Oil,Azerbaijan,AZE,2005,38.239937
Oil,Azerbaijan,AZE,2006,34.805305
Oil,Azerbaijan,AZE,2007,37.385414
Oil,Azerbaijan,AZE,2008,29.331413
Oil,Azerbaijan,AZE,2009,29.075256
Oil,Azerbaijan,AZE,2010,28.997227
Oil,Azerbaijan,AZE,2011,33.60118
Oil,Azerbaijan,AZE,2012,34.17209
Oil,Azerbaijan,AZE,2013,36.128895
Oil,Azerbaijan,AZE,2014,34.889168
Oil,Azerbaijan,AZE,2015,32.359077
Oil,Azerbaijan,AZE,2016,32.42969
Oil,Azerbaijan,AZE,2017,33.361946
Oil,Azerbaijan,AZE,2018,35.61452
Oil,Azerbaijan,AZE,2019,33.976303
Oil,Azerbaijan,AZE,2020,31.228933
Oil,Azerbaijan,AZE,2021,33.074875
Oil,Azerbaijan,AZE,2022,32.935814
Oil,Azerbaijan,AZE,2023,31.311161
Oil,Bangladesh,BGD,2000,29.009312
Oil,Bangladesh,BGD,2001,30.31573
Oil,Bangladesh,BGD,2002,27.480667
Oil,Bangladesh,BGD,2003,26.61581
Oil,Bangladesh,BGD,2004,26.07797
Oil,Bangladesh,BGD,2005,24.717701
Oil,Bangladesh,BGD,2006,22.976387
Oil,Bangladesh,BGD,2007,21.606009
Oil,Bangladesh,BGD,2008,20.376549
Oil,Bangladesh,BGD,2009,17.502356
Oil,Bangladesh,BGD,2010,18.97669
Oil,Bangladesh,BGD,2011,22.105078
Oil,Bangladesh,BGD,2012,23.175549
Oil,Bangladesh,BGD,2013,22.72378
Oil,Bangladesh,BGD,2014,24.076662
Oil,Bangladesh,BGD,2015,24.072763
Oil,Bangladesh,BGD,2016,24.857986
Oil,Bangladesh,BGD,2017,26.872688
Oil,Bangladesh,BGD,2018,28.868813
Oil,Bangladesh,BGD,2019,25.260561
Oil,Bangladesh,BGD,2020,22.46281
Oil,Bangladesh,BGD,2021,28.548548
Oil,Bangladesh,BGD,2022,33.09079
Oil,Bangladesh,BGD,2023,28.282612
Oil,Belarus,BLR,2000,35.8477
Oil,Belarus,BLR,2001,35.67773
Oil,Belarus,BLR,2002,36.309902
Oil,Belarus,BLR,2003,37.04043
Oil,Belarus,BLR,2004,32.405262
Oil,Belarus,BLR,2005,30.268133
Oil,Belarus,BLR,2006,33.40174
Oil,Belarus,BLR,2007,31.142286
Oil,Belarus,BLR,2008,30.59703
Oil,Belarus,BLR,2009,37.32979
Oil,Belarus,BLR,2010,29.59617
Oil,Belarus,BLR,2011,32.810177
Oil,Belarus,BLR,2012,37.228218
Oil,Belarus,BLR,2013,30.866314
Oil,Belarus,BLR,2014,31.561916
Oil,Belarus,BLR,2015,29.369133
Oil,Belarus,BLR,2016,30.903378
Oil,Belarus,BLR,2017,30.175825
Oil,Belarus,BLR,2018,31.723898
Oil,Belarus,BLR,2019,32.16657
Oil,Belarus,BLR,2020,33.3665
Oil,Belarus,BLR,2021,29.545433
Oil,Belarus,BLR,2022,28.36262
Oil,Belarus,BLR,2023,28.531588
Oil,Belgium,BEL,2000,48.36697
Oil,Belgium,BEL,2001,49.539528
Oil,Belgium,BEL,2002,49.976295
Oil,Belgium,BEL,2003,50.862568
Oil,Belgium,BEL,2004,51.2832
Oil,Belgium,BEL,2005,51.577473
Oil,Belgium,BEL,2006,51.26902
Oil,Belgium,BEL,2007,51.426994
Oil,Belgium,BEL,2008,53.09054
Oil,Belgium,BEL,2009,50.418724
Oil,Belgium,BEL,2010,49.035267
Oil,Belgium,BEL,2011,49.120132
Oil,Belgium,BEL,2012,49.28739
Oil,Belgium,BEL,2013,49.270058
Oil,Belgium,BEL,2014,52.070354
Oil,Belgium,BEL,2015,52.941227
Oil,Belgium,BEL,2016,49.751682
Oil,Belgium,BEL,2017,49.92247
Oil,Belgium,BEL,2018,53.64805
Oil,Belgium,BEL,2019,48.59691
Oil,Belgium,BEL,2020,46.261723
Oil,Belgium,BEL,2021,46.18597
Oil,Belgium,BEL,2022,47.770958
Oil,Belgium,BEL,2023,49.07744
Oil,Brazil,BRA,2000,46.296303
Oil,Brazil,BRA,2001,47.856968
Oil,Brazil,BRA,2002,45.865723
Oil,Brazil,BRA,2003,43.77399
Oil,Brazil,BRA,2004,43.15174
Oil,Brazil,BRA,2005,42.760372
Oil,Brazil,BRA,2006,42.55997
Oil,Brazil,BRA,2007,41.99229
Oil,Brazil,BRA,2008,41.90794
Oil,Brazil,BRA,2009,41.75998
Oil,Brazil,BRA,2010,40.987953
Oil,Brazil,BRA,2011,41.017075
Oil,Brazil,BRA,2012,42.211544
Oil,Brazil,BRA,2013,42.343933
Oil,Brazil,BRA,2014,42.91286
Oil,Brazil,BRA,2015,40.846737
Oil,Brazil,BRA,2016,39.633614
Oil,Brazil,BRA,2017,39.68291
Oil,Brazil,BRA,2018,37.607403
Oil,Brazil,BRA,2019,36.841576
Oil,Brazil,BRA,2020,36.199738
Oil,Brazil,BRA,2021,37.18187
Oil,Brazil,BRA,2022,37.26219
Oil,Brazil,BRA,2023,36.820137
Oil,Bulgaria,BGR,2000,23.34886
Oil,Bulgaria,BGR,2001,23.390656
Oil,Bulgaria,BGR,2002,24.237907
Oil,Bulgaria,BGR,2003,24.728382
Oil,Bulgaria,BGR,2004,24.768774
Oil,Bulgaria,BGR,2005,25.134933
Oil,Bulgaria,BGR,2006,24.937618
Oil,Bulgaria,BGR,2007,25.311651
Oil,Bulgaria,BGR,2008,25.134924
Oil,Bulgaria,BGR,2009,26.13725
Oil,Bulgaria,BGR,2010,22.646996
Oil,Bulgaria,BGR,2011,20.361319
Oil,Bulgaria,BGR,2012,22.28999
Oil,Bulgaria,BGR,2013,22.318577
Oil,Bulgaria,BGR,2014,22.553381
Oil,Bulgaria,BGR,2015,23.72316
Oil,Bulgaria,BGR,2016,25.43681
Oil,Bulgaria,BGR,2017,26.088003
Oil,Bulgaria,BGR,2018,25.892076
Oil,Bulgaria,BGR,2019,28.086407
Oil,Bulgaria,BGR,2020,27.323631
Oil,Bulgaria,BGR,2021,25.272215
Oil,Bulgaria,BGR,2022,26.121092
Oil,Bulgaria,BGR,2023,29.710522
Oil,Canada,CAN,2000,30.409449
Oil,Canada,CAN,2001,31.926983
Oil,Canada,CAN,2002,32.03158
Oil,Canada,CAN,2003,33.068726
Oil,Canada,CAN,2004,33.99411
Oil,Canada,CAN,2005,32.839073
Oil,Canada,CAN,2006,33.309387
Oil,Canada,CAN,2007,32.94624
Oil,Canada,CAN,2008,32.182114
Oil,Canada,CAN,2009,32.671364
Oil,Canada,CAN,2010,33.75073
Oil,Canada,CAN,2011,32.567085
Oil,Canada,CAN,2012,32.912083
Oil,Canada,CAN,2013,31.950409
Oil,Canada,CAN,2014,31.804815
Oil,Canada,CAN,2015,31.795956
Oil,Canada,CAN,2016,31.965563
Oil,Canada,CAN,2017,31.216183
Oil,Canada,CAN,2018,31.800386
Oil,Canada,CAN,2019,31.87311
Oil,Canada,CAN,2020,28.82494
Oil,Canada,CAN,2021,29.671366
Oil,Canada,CAN,2022,30.117516
Oil,Canada,CAN,2023,31.19659
Oil,Chile,CHL,2000,45.24378
Oil,Chile,CHL,2001,43.225376
Oil,Chile,CHL,2002,42.921337
Oil,Chile,CHL,2003,42.332466
Oil,Chile,CHL,2004,43.712387
Oil,Chile,CHL,2005,43.436947
Oil,Chile,CHL,2006,43.41272
Oil,Chile,CHL,2007,54.238934
Oil,Chile,CHL,2008,57.157505
Oil,Chile,CHL,2009,56.042587
Oil,Chile,CHL,2010,50.042778
Oil,Chile,CHL,2011,49.0201
Oil,Chile,CHL,2012,48.69963
Oil,Chile,CHL,2013,47.146416
Oil,Chile,CHL,2014,47.242607
Oil,Chile,CHL,2015,45.91519
Oil,Chile,CHL,2016,46.30467
Oil,Chile,CHL,2017,45.29872
Oil,Chile,CHL,2018,45.144093
Oil,Chile,CHL,2019,44.422237
Oil,Chile,CHL,2020,43.517624
Oil,Chile,CHL,2021,44.326683
Oil,Chile,CHL,2022,45.329865
Oil,Chile,CHL,2023,45.874565
Oil,China,CHN,2000,22.261295
Oil,China,CHN,2001,21.517527
Oil,China,CHN,2002,21.321749
Oil,China,CHN,2003,20.448904
Oil,China,CHN,2004,20.410309
Oil,China,CHN,2005,18.254896
Oil,China,CHN,2006,17.861462
Oil,China,CHN,2007,17.220121
Oil,China,CHN,2008,16.940866
Oil,China,CHN,2009,16.864817
Oil,China,CHN,2010,17.946589
Oil,China,CHN,2011,17.202711
Oil,China,CHN,2012,17.331623
Oil,China,CHN,2013,17.45058
Oil,China,CHN,2014,17.686962
Oil,China,CHN,2015,18.812325
Oil,China,CHN,2016,19.342463
Oil,China,CHN,2017,19.599707
Oil,China,CHN,2018,19.601175
Oil,China,CHN,2019,19.636217
Oil,China,CHN,2020,19.182827
Oil,China,CHN,2021,18.642311
Oil,China,CHN,2022,18.4166
Oil,China,CHN,2023,19.167143
Oil,Colombia,COL,2000,42.229332
Oil,Colombia,COL,2001,41.65662
Oil,Colombia,COL,2002,41.25748
Oil,Colombia,COL,2003,40.458015
Oil,Colombia,COL,2004,41.635815
Oil,Colombia,COL,2005,41.888332
Oil,Colombia,COL,2006,38.738483
Oil,Colombia,COL,2007,39.026443
Oil,Colombia,COL,2008,36.940895
Oil,Colombia,COL,2009,37.48889
Oil,Colombia,COL,2010,37.63052
Oil,Colombia,COL,2011,37.9694
Oil,Colombia,COL,2012,38.16386
Oil,Colombia,COL,2013,38.88503
Oil,Colombia,COL,2014,39.12482
Oil,Colombia,COL,2015,37.068813
Oil,Colombia,COL,2016,40.53281
Oil,Colombia,COL,2017,39.376564
Oil,Colombia,COL,2018,39.335007
Oil,Colombia,COL,2019,38.958706
Oil,Colombia,COL,2020,36.125893
Oil,Colombia,COL,2021,41.569763
Oil,Colombia,COL,2022,43.798927
Oil,Colombia,COL,2023,43.32527
Oil,Croatia,HRV,2000,48.419884
Oil,Croatia,HRV,2001,47.192078
Oil,Croatia,HRV,2002,49.381092
Oil,Croatia,HRV,2003,52.232773
Oil,Croatia,HRV,2004,47.1349
Oil,Croatia,HRV,2005,49.075855
Oil,Croatia,HRV,2006,50.46054
Oil,Croatia,HRV,2007,51.42251
Oil,Croatia,HRV,2008,49.0287
Oil,Croatia,HRV,2009,48.502514
Oil,Croatia,HRV,2010,40.537746
Oil,Croatia,HRV,2011,44.187744
Oil,Croatia,HRV,2012,42.696766
Oil,Croatia,HRV,2013,37.44811
Oil,Croatia,HRV,2014,39.22827
Oil,Croatia,HRV,2015,42.987457
Oil,Croatia,HRV,2016,41.478878
Oil,Croatia,HRV,2017,44.31319
Oil,Croatia,HRV,2018,41.45807
Oil,Croatia,HRV,2019,41.459335
Oil,Croatia,HRV,2020,37.25927
Oil,Croatia,HRV,2021,36.61297
Oil,Croatia,HRV,2022,42.28827
Oil,Croatia,HRV,2023,39.857483
Oil,Czechia,CZE,2000,19.900599
Oil,Czechia,CZE,2001,20.590479
Oil,Czechia,CZE,2002,19.876617
Oil,Czechia,CZE,2003,20.120745
Oil,Czechia,CZE,2004,21.614193
Oil,Czechia,CZE,2005,22.931057
Oil,Czechia,CZE,2006,22.194582
Oil,Czechia,CZE,2007,22.282045
Oil,Czechia,CZE,2008,22.824684
Oil,Czechia,CZE,2009,22.966002
Oil,Czechia,CZE,2010,20.806704
Oil,Czechia,CZE,2011,21.57117
Oil,Czechia,CZE,2012,21.41123
Oil,Czechia,CZE,2013,20.81484
Oil,Czechia,CZE,2014,22.498077
Oil,Czechia,CZE,2015,22.280209
Oil,Czechia,CZE,2016,21.205427
Oil,Czechia,CZE,2017,23.501877
Oil,Czechia,CZE,2018,23.743984
Oil,Czechia,CZE,2019,24.608143
Oil,Czechia,CZE,2020,23.156786
Oil,Czechia,CZE,2021,24.220062
Oil,Czechia,CZE,2022,25.356283
Oil,Czechia,CZE,2023,27.400652
Oil,Denmark,DNK,2000,51.80745
Oil,Denmark,DNK,2001,49.54372
Oil,Denmark,DNK,2002,48.038387
Oil,Denmark,DNK,2003,43.09337
Oil,Denmark,DNK,2004,44.710617
Oil,Denmark,DNK,2005,46.836113
Oil,Denmark,DNK,2006,43.23834
Oil,Denmark,DNK,2007,45.740204
Oil,Denmark,DNK,2008,46.771713
Oil,Denmark,DNK,2009,44.671215
Oil,Denmark,DNK,2010,43.19423
Oil,Denmark,DNK,2011,43.96386
Oil,Denmark,DNK,2012,43.763466
Oil,Denmark,DNK,2013,41.42976
Oil,Denmark,DNK,2014,42.935146
Oil,Denmark,DNK,2015,44.693245
Oil,Denmark,DNK,2016,44.174076
Oil,Denmark,DNK,2017,43.602436
Oil,Denmark,DNK,2018,44.674076
Oil,Denmark,DNK,2019,45.72306
Oil,Denmark,DNK,2020,43.096195
Oil,Denmark,DNK,2021,40.652058
Oil,Denmark,DNK,2022,43.99733
Oil,Denmark,DNK,2023,44.789013
Oil,Ecuador,ECU,2000,75.232155
Oil,Ecuador,ECU,2001,77.134605
Oil,Ecuador,ECU,2002,77.611275
Oil,Ecuador,ECU,2003,77.47207
Oil,Ecuador,ECU,2004,76.53067
Oil,Ecuador,ECU,2005,78.80848
Oil,Ecuador,ECU,2006,78.973076
Oil,Ecuador,ECU,2007,76.35085
Oil,Ecuador,ECU,2008,73.69928
Oil,Ecuador,ECU,2009,76.81633
Oil,Ecuador,ECU,2010,79.981544
Oil,Ecuador,ECU,2011,77.31546
Oil,Ecuador,ECU,2012,75.76095
Oil,Ecuador,ECU,2013,77.78202
Oil,Ecuador,ECU,2014,77.99421
Oil,Ecuador,ECU,2015,75.864395
Oil,Ecuador,ECU,2016,71.52519
Oil,Ecuador,ECU,2017,67.07694
Oil,Ecuador,ECU,2018,68.659836
Oil,Ecuador,ECU,2019,64.97447
Oil,Ecuador,ECU,2020,60.60935
Oil,Ecuador,ECU,2021,64.48076
Oil,Ecuador,ECU,2022,67.6118
Oil,Ecuador,ECU,2023,68.6195
Oil,Egypt,EGY,2000,56.946407
Oil,Egypt,EGY,2001,51.529957
Oil,Egypt,EGY,2002,49.843746
Oil,Egypt,EGY,2003,48.27896
Oil,Egypt,EGY,2004,48.148327
Oil,Egypt,EGY,2005,49.71344
Oil,Egypt,EGY,2006,45.792885
Oil,Egypt,EGY,2007,46.430874
Oil,Egypt,EGY,2008,46.357243
Oil,Egypt,EGY,2009,46.84625
Oil,Egypt,EGY,2010,46.42931
Oil,Egypt,EGY,2011,44.417294
Oil,Egypt,EGY,2012,43.70066
Oil,Egypt,EGY,2013,44.52282
Oil,Egypt,EGY,2014,47.328644
Oil,Egypt,EGY,2015,47.59072
Oil,Egypt,EGY,2016,46.60743
Oil,Egypt,EGY,2017,42.60729
Oil,Egypt,EGY,2018,37.937794
Oil,Egypt,EGY,2019,36.496212
Oil,Egypt,EGY,2020,33.63569
Oil,Egypt,EGY,2021,33.96165
Oil,Egypt,EGY,2022,38.432148
Oil,Egypt,EGY,2023,37.938618
Oil,Estonia,EST,2000,24.017937
Oil,Estonia,EST,2001,26.65179
Oil,Estonia,EST,2002,29.966461
Oil,Estonia,EST,2003,25.795147
Oil,Estonia,EST,2004,25.65102
Oil,Estonia,EST,2005,25.987171
Oil,Estonia,EST,2006,27.489275
Oil,Estonia,EST,2007,25.33533
Oil,Estonia,EST,2008,26.21724
Oil,Estonia,EST,2009,27.222761
Oil,Estonia,EST,2010,22.529993
Oil,Estonia,EST,2011,22.020622
Oil,Estonia,EST,2012,25.921621
Oil,Estonia,EST,2013,24.277666
Oil,Estonia,EST,2014,23.48057
Oil,Estonia,EST,2015,25.327639
Oil,Estonia,EST,2016,23.959818
Oil,Estonia,EST,2017,22.5459
Oil,Estonia,EST,2018,22.438374
Oil,Estonia,EST,2019,24.838392
Oil,Estonia,EST,2020,27.334509
Oil,Estonia,EST,2021,25.713486
Oil,Estonia,EST,2022,25.821907
Oil,Estonia,EST,2023,28.23337
Oil,Finland,FIN,2000,35.205326
Oil,Finland,FIN,2001,33.807003
Oil,Finland,FIN,2002,34.418297
Oil,Finland,FIN,2003,33.170597
Oil,Finland,FIN,2004,31.054598
Oil,Finland,FIN,2005,35.429737
Oil,Finland,FIN,2006,32.033
Oil,Finland,FIN,2007,32.418182
Oil,Finland,FIN,2008,32.500847
Oil,Finland,FIN,2009,33.06038
Oil,Finland,FIN,2010,31.55704
Oil,Finland,FIN,2011,32.746754
Oil,Finland,FIN,2012,32.32617
Oil,Finland,FIN,2013,33.499557
Oil,Finland,FIN,2014,32.759045
Oil,Finland,FIN,2015,33.01676
Oil,Finland,FIN,2016,34.212673
Oil,Finland,FIN,2017,33.843987
Oil,Finland,FIN,2018,32.99422
Oil,Finland,FIN,2019,33.435028
Oil,Finland,FIN,2020,31.23998
Oil,Finland,FIN,2021,28.6055
Oil,Finland,FIN,2022,30.677996
Oil,Finland,FIN,2023,27.368042
Oil,France,FRA,2000,36.665024
Oil,France,FRA,2001,36.345184
Oil,France,FRA,2002,35.67945
Oil,France,FRA,2003,35.42498
Oil,France,FRA,2004,35.4294
Oil,France,FRA,2005,35.015587
Oil,France,FRA,2006,35.214886
Oil,France,FRA,2007,34.966915
Oil,France,FRA,2008,34.145855
Oil,France,FRA,2009,34.74495
Oil,France,FRA,2010,32.642616
Oil,France,FRA,2011,33.274155
Oil,France,FRA,2012,32.175873
Oil,France,FRA,2013,31.436365
Oil,France,FRA,2014,31.801056
Oil,France,FRA,2015,31.983292
Oil,France,FRA,2016,32.110413
Oil,France,FRA,2017,32.724266
Oil,France,FRA,2018,31.540525
Oil,France,FRA,2019,31.961077
Oil,France,FRA,2020,29.83773
Oil,France,FRA,2021,30.15524
Oil,France,FRA,2022,33.832855
Oil,France,FRA,2023,31.906906
Oil,Germany,DEU,2000,39.37724
Oil,Germany,DEU,2001,39.159286
Oil,Germany,DEU,2002,38.332157
Oil,Germany,DEU,2003,37.594517
Oil,Germany,DEU,2004,37.170322
Oil,Germany,DEU,2005,36.845623
Oil,Germany,DEU,2006,35.87145
Oil,Germany,DEU,2007,33.88942
Oil,Germany,DEU,2008,35.55751
Oil,Germany,DEU,2009,36.288563
Oil,Germany,DEU,2010,35.289597
Oil,Germany,DEU,2011,35.39256
Oil,Germany,DEU,2012,34.700115
Oil,Germany,DEU,2013,34.49028
Oil,Germany,DEU,2014,34.990715
Oil,Germany,DEU,2015,34.29226
Oil,Germany,DEU,2016,34.410915
Oil,Germany,DEU,2017,34.65689
Oil,Germany,DEU,2018,33.77366
Oil,Germany,DEU,2019,34.97212
Oil,Germany,DEU,2020,33.921158
Oil,Germany,DEU,2021,32.60867
Oil,Germany,DEU,2022,34.57056
Oil,Germany,DEU,2023,35.16322
Oil,Greece,GRC,2000,63.328598
Oil,Greece,GRC,2001,63.711338
Oil,Greece,GRC,2002,63.95948
Oil,Greece,GRC,2003,63.45468
Oil,Greece,GRC,2004,62.206913
Oil,Greece,GRC,2005,62.33419
Oil,Greece,GRC,2006,63.332386
Oil,Greece,GRC,2007,62.821102
Oil,Greece,GRC,2008,61.365562
Oil,Greece,GRC,2009,59.740196
Oil,Greece,GRC,2010,56.738365
Oil,Greece,GRC,2011,55.100025
Oil,Greece,GRC,2012,51.05366
Oil,Greece,GRC,2013,50.185776
Oil,Greece,GRC,2014,53.05216
Oil,Greece,GRC,2015,54.59937
Oil,Greece,GRC,2016,55.356144
Oil,Greece,GRC,2017,54.008347
Oil,Greece,GRC,2018,53.072037
Oil,Greece,GRC,2019,55.924797
Oil,Greece,GRC,2020,51.80825
Oil,Greece,GRC,2021,50.25072
Oil,Greece,GRC,2022,54.778862
Oil,Greece,GRC,2023,56.386177
Oil,Hong Kong,HKG,2008,61.285656
Oil,Hong Kong,HKG,2009,63.681244
Oil,Hong Kong,HKG,2010,66.20572
Oil,Hong Kong,HKG,2011,65.01215
Oil,Hong Kong,HKG,2012,64.816795
Oil,Hong Kong,HKG,2013,64.39269
Oil,Hong Kong,HKG,2014,62.46055
Oil,Hong Kong,HKG,2015,66.60146
Oil,Hong Kong,HKG,2016,67.2127
Oil,Hong Kong,HKG,2017,70.811554
Oil,Hong Kong,HKG,2018,70.846954
Oil,Hong Kong,HKG,2019,69.87007
Oil,Hong Kong,HKG,2020,65.56231
Oil,Hong Kong,HKG,2021,62.127346
Oil,Hong Kong,HKG,2022,58.99884
Oil,Hong Kong,HKG,2023,63.487427
Oil,Hungary,HUN,2000,29.39128
Oil,Hungary,HUN,2001,27.71991
Oil,Hungary,HUN,2002,26.397717
Oil,Hungary,HUN,2003,25.413195
Oil,Hungary,HUN,2004,26.587921
Oil,Hungary,HUN,2005,28.528456
Oil,Hungary,HUN,2006,30.299175
Oil,Hungary,HUN,2007,30.59595
Oil,Hungary,HUN,2008,29.452213
Oil,Hungary,HUN,2009,30.88716
Oil,Hungary,HUN,2010,28.45178
Oil,Hungary,HUN,2011,28.627495
Oil,Hungary,HUN,2012,28.679028
Oil,Hungary,HUN,2013,29.589832
Oil,Hungary,HUN,2014,32.89632
Oil,Hungary,HUN,2015,33.458416
Oil,Hungary,HUN,2016,32.65771
Oil,Hungary,HUN,2017,33.56899
Oil,Hungary,HUN,2018,35.725906
Oil,Hungary,HUN,2019,35.625343
Oil,Hungary,HUN,2020,33.063374
Oil,Hungary,HUN,2021,34.194355
Oil,Hungary,HUN,2022,36.079235
Oil,Hungary,HUN,2023,36.982914
Oil,Iceland,ISL,2007,22.860096
Oil,India,IND,2000,34.291874
Oil,India,IND,2001,34.2459
Oil,India,IND,2002,34.211002
Oil,India,IND,2003,33.619137
Oil,India,IND,2004,32.781315
Oil,India,IND,2005,31.466951
Oil,India,IND,2006,31.556776
Oil,India,IND,2007,31.077888
Oil,India,IND,2008,30.83027
Oil,India,IND,2009,30.154121
Oil,India,IND,2010,29.568382
Oil,India,IND,2011,29.36371
Oil,India,IND,2012,29.526012
Oil,India,IND,2013,28.774708
Oil,India,IND,2014,27.733473
Oil,India,IND,2015,28.954994
Oil,India,IND,2016,30.347261
Oil,India,IND,2017,30.09271
Oil,India,IND,2018,29.758808
Oil,India,IND,2019,29.965029
Oil,India,IND,2020,28.746542
Oil,India,IND,2021,27.008974
Oil,India,IND,2022,27.758875
Oil,India,IND,2023,27.099218
Oil,Indonesia,IDN,2000,54.743732
Oil,Indonesia,IDN,2001,52.904522
Oil,Indonesia,IDN,2002,51.735413
Oil,Indonesia,IDN,2003,48.987545
Oil,Indonesia,IDN,2004,52.34093
Oil,Indonesia,IDN,2005,50.805794
Oil,Indonesia,IDN,2006,48.09344
Oil,Indonesia,IDN,2007,47.27465
Oil,Indonesia,IDN,2008,47.674786
Oil,Indonesia,IDN,2009,46.62903
Oil,Indonesia,IDN,2010,45.599106
Oil,Indonesia,IDN,2011,46.273537
Oil,Indonesia,IDN,2012,47.13178
Oil,Indonesia,IDN,2013,47.71984
Oil,Indonesia,IDN,2014,46.750813
Oil,Indonesia,IDN,2015,43.97381
Oil,Indonesia,IDN,2016,41.725887
Oil,Indonesia,IDN,2017,43.134533
Oil,Indonesia,IDN,2018,40.692215
Oil,Indonesia,IDN,2019,37.106537
Oil,Indonesia,IDN,2020,34.730373
Oil,Indonesia,IDN,2021,35.34247
Oil,Indonesia,IDN,2022,30.740408
Oil,Indonesia,IDN,2023,30.631975
Oil,Iran,IRN,2000,55.54411
Oil,Iran,IRN,2001,53.597057
Oil,Iran,IRN,2002,49.59572
Oil,Iran,IRN,2003,48.924416
Oil,Iran,IRN,2004,46.33875
Oil,Iran,IRN,2005,46.907925
Oil,Iran,IRN,2006,46.783386
Oil,Iran,IRN,2007,44.32465
Oil,Iran,IRN,2008,44.319553
Oil,Iran,IRN,2009,42.141872
Oil,Iran,IRN,2010,38.85613
Oil,Iran,IRN,2011,37.643135
Oil,Iran,IRN,2012,38.271736
Oil,Iran,IRN,2013,39.712143
Oil,Iran,IRN,2014,35.168762
Oil,Iran,IRN,2015,30.62284
Oil,Iran,IRN,2016,29.555965
Oil,Iran,IRN,2017,28.996109
Oil,Iran,IRN,2018,29.312056
Oil,Iran,IRN,2019,29.178486
Oil,Iran,IRN,2020,27.07842
Oil,Iran,IRN,2021,28.78611
Oil,Iran,IRN,2022,28.650543
Oil,Iran,IRN,2023,27.548838
Oil,Iraq,IRQ,2017,78.81369
Oil,Iraq,IRQ,2018,74.29094
Oil,Iraq,IRQ,2019,67.3232
Oil,Ireland,IRL,2000,57.31849
Oil,Ireland,IRL,2001,58.144016
Oil,Ireland,IRL,2002,57.237495
Oil,Ireland,IRL,2003,57.29228
Oil,Ireland,IRL,2004,58.839344
Oil,Ireland,IRL,2005,59.272297
Oil,Ireland,IRL,2006,58.424465
Oil,Ireland,IRL,2007,56.84595
Oil,Ireland,IRL,2008,54.41158
Oil,Ireland,IRL,2009,51.748623
Oil,Ireland,IRL,2010,49.914368
Oil,Ireland,IRL,2011,48.94183
Oil,Ireland,IRL,2012,46.982666
Oil,Ireland,IRL,2013,48.366127
Oil,Ireland,IRL,2014,48.005505
Oil,Ireland,IRL,2015,47.048958
Oil,Ireland,IRL,2016,47.436108
Oil,Ireland,IRL,2017,46.853928
Oil,Ireland,IRL,2018,47.58099
Oil,Ireland,IRL,2019,47.35111
Oil,Ireland,IRL,2020,42.62163
Oil,Ireland,IRL,2021,45.5544
Oil,Ireland,IRL,2022,46.061058
Oil,Ireland,IRL,2023,46.83784
Oil,Israel,ISR,2000,67.92598
Oil,Israel,ISR,2001,62.9762
Oil,Israel,ISR,2002,61.577763
Oil,Israel,ISR,2003,61.350147
Oil,Israel,ISR,2004,57.12204
Oil,Israel,ISR,2005,55.775333
Oil,Israel,ISR,2006,53.979504
Oil,Israel,ISR,2007,53.14449
Oil,Israel,ISR,2008,51.28743
Oil,Israel,ISR,2009,48.999397
Oil,Israel,ISR,2010,46.724796
